gid,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,ptsv,ptsh
1093,2004,3,SUN,CLE,NYG,Giants Stadium,77,50,3,VAR,Sunny,FieldTurf,37,3,10,27
1094,2004,3,SUN,SF,SEA,Qwest Field,57,87,3,VAR,Cloudy,FieldTurf,43.5,10.5,0,34
1095,2004,3,SUN,NO,STL,Edward Jones Dome,,,,,Dome,AstroTurf,47.5,7,28,25
1096,2004,3,SUN,JAC,TEN,Adelphia Coliseum,76,45,12,NNE,Sunny,Grass,35.5,6,15,12
1097,2004,3,SN,TB,OAK,Network Associates Coliseum,71,59,12,NW,Sunny,Grass,34,3,20,30
1098,2004,3,MN,DAL,WAS,FedEx Field,72,68,7,E,Cloudy,Grass,35.5,1.5,21,18
1099,2004,4,SUN,NO,ARI,Sun Devil Stadium,93,17,3,VAR,Partly Cloudy,Grass,39.5,-3,10,34
1100,2004,4,SUN,NE,BUF,Ralph Wilson Stadium,58,55,13,SW,Sunny,AstroPlay,34.5,-5.5,31,17
1101,2004,4,SUN,ATL,CAR,Bank of America Stadium,71,81,6,E,Cloudy,Grass,38.5,3.5,27,10
1102,2004,4,SUN,PHI,CHI,Soldier Field,61,33,20,SW,Sunny,Grass,39,-9,19,9
1103,2004,4,SUN,WAS,CLE,Cleveland Browns Stadium,58,,12,SW,Sunny,Grass,35,-3,13,17
1104,2004,4,SUN,NYG,GB,Lambeau Field,61,34,18,S,Partly Sunny,Grass,44,7,14,7
1105,2004,4,SUN,OAK,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42,-2,17,30
1106,2004,4,SUN,IND,JAC,Alltel Stadium,85,62,5,SW,Chance Rain,Grass,43,-3.5,24,17
1107,2004,4,SUN,NYJ,MIA,Pro Player Stadium,88,65,17,NE,Partly Cloudy,Grass,37,-6,17,9
1108,2004,4,SUN,CIN,PIT,Heinz Field,54,66,5,E,Fair,Grass,38.5,4.5,17,28
1109,2004,4,SUN,TEN,SD,Qualcomm Stadium,74,69,8,WSW,Sunny,Grass,41,-3,17,38
1110,2004,4,SUN,DEN,TB,Raymond James Stadium,86,61,9,W,Chance Rain,Grass,35,-3,16,13
1111,2004,4,SN,STL,SF,Monster Park,59,80,15,W,Cloudy,Grass,44,-3.5,24,14
1112,2004,4,MN,KC,BAL,M&T Bank Stadium,66,58,6,NW,Sunny,MomentumTurf,41.5,5.5,27,24
1113,2004,5,SUN,DET,ATL,Georgia Dome,,,,,Dome,FieldTurf,41,6.5,17,10
1114,2004,5,SUN,NYG,DAL,Texas Stadium,65,93,10,S,Rain,AstroTurf,38,3.5,26,10
1115,2004,5,SUN,CAR,DEN,Invesco Field at Mile High,72,17,4,E,Mostly Sunny,Grass,37.5,5.5,17,20
1116,2004,5,SUN,MIN,HOU,Reliant Stadium,73,76,15,NW,Partly Cloudy,Grass,49.5,-4,34,28
1117,2004,5,SUN,OAK,IND,RCA Dome,,,,,Dome,AstroTurf,52,9,14,35
1118,2004,5,SUN,MIA,NE,Gillette Stadium,64,56,8,NNW,Mostly Cloudy,Grass,34.5,12.5,10,24
1119,2004,5,SUN,TB,NO,Louisiana Superdome,75,,,,Dome,MomentumTurf,36,3,20,17
1120,2004,5,SUN,BUF,NYJ,The Meadowlands,64,71,8,NW,,FieldTurf,37.5,6.5,14,16
1121,2004,5,SUN,CLE,PIT,Heinz Field,54,72,7,VAR,Cloudy,Grass,37,6,23,34
1122,2004,5,SUN,JAC,SD,Qualcomm Stadium,68,76,9,WSW,Sunny,Grass,36.5,-2.5,21,34
1123,2004,5,SUN,ARI,SF,Monster Park,68,48,3,E,Sunny,Grass,36.5,1,28,31
1124,2004,5,SUN,STL,SEA,Qwest Field,57,82,8,SE,Sunny,FieldTurf,43.5,7,33,27
1125,2004,5,SN,BAL,WAS,FedEx Field,61,45,16,NW,Clear,Grass,34,-1,17,10
1126,2004,5,MN,TEN,GB,Lambeau Field,50,80,2,SE,Clear,Grass,43.5,3,48,27
1127,2004,6,SUN,SD,ATL,Georgia Dome,,,,,Dome,FieldTurf,42,5,20,21
1128,2004,6,SUN,MIA,BUF,Ralph Wilson Stadium,45,,25,W,,AstroPlay,30.5,5.5,13,20
1129,2004,6,SUN,WAS,CHI,Soldier Field,42,55,12,W,Sunny,Grass,34,1,13,10
1130,2004,6,SUN,CIN,CLE,Cleveland Browns Stadium,46,,19,WSW,Cloudy,Grass,41,3,17,34
1131,2004,6,SUN,PIT,DAL,Texas Stadium,86,52,18,S,Partly Cloudy,AstroTurf,38.5,3,24,20
1132,2004,6,SUN,GB,DET,Ford Field,68,,,,Dome,FieldTurf,44.5,2,38,10
1133,2004,6,SUN,KC,JAC,Alltel Stadium,78,64,9,NW,Clear,Grass,44,-2,16,22
1134,2004,6,SUN,SEA,NE,Gillette Stadium,50,65,12,SSW,Partly Cloudy,Grass,42,4,20,30
1135,2004,6,SUN,SF,NYJ,The Meadowlands,53,56,9,NW,Cloudy,FieldTurf,43,10,14,22
1136,2004,6,SUN,DEN,OAK,Network Associates Coliseum,67,68,15,N,Mostly Cloudy,Grass,42.5,-1.5,31,3
1137,2004,6,SUN,CAR,PHI,Lincoln Financial Field,56,47,21,W,Partly Cloudy,Grass,41.5,9,8,30
1138,2004,6,SUN,HOU,TEN,Adelphia Coliseum,60,47,,,Mostly Sunny,Grass,45.5,6.5,20,10
1139,2004,6,SN,MIN,NO,Louisiana Superdome,76,,,,Dome,MomentumTurf,51.5,-3.5,38,31
1140,2004,6,MN,TB,STL,Edward Jones Dome,,,,,Dome,AstroTurf,42.5,6,21,28
1141,2004,7,SUN,SEA,ARI,Sun Devil Stadium,77,30,,,Sunny,Grass,40.5,-6.5,17,25
1142,2004,7,SUN,BUF,BAL,M&T Bank Stadium,52,69,3,ENE,Rain,MomentumTurf,31.5,5.5,6,20
1143,2004,7,SUN,SD,CAR,Bank of America Stadium,58,90,7,SW,Cloudy,Grass,41.5,3,17,6
1144,2004,7,SUN,PHI,CLE,Cleveland Browns Stadium,58,,10,N,Cloudy,Grass,41.5,-7,34,31
1145,2004,7,SUN,DAL,GB,Lambeau Field,55,77,8,W,Partly Cloudy,Grass,44,3.5,20,41
1146,2004,7,SUN,JAC,IND,RCA Dome,,,,,Dome,AstroTurf,46,9,27,24
1147,2004,7,SUN,ATL,KC,Arrowhead Stadium,69,41,9,S,Clear,Grass,44.5,4,10,56
1148,2004,7,SUN,STL,MIA,Pro Player Stadium,82,52,7,VAR,Partly Cloudy,Grass,37.5,-6,14,31
1149,2004,7,SUN,TEN,MIN,Metrodome,64,,,,Dome,AstroTurf,53.5,6.5,3,20
1150,2004,7,SUN,NYJ,NE,Gillette Stadium,46,92,15,N,Light Rain,Grass,43.5,6,7,13
1151,2004,7,SUN,DET,NYG,Giants Stadium,52,71,8,NNE,Cloudy,FieldTurf,40,6.5,28,13
1152,2004,7,SUN,NO,OAK,Network Associates Coliseum,62,74,10,NE,Partly Cloudy,Grass,44.5,3,31,26
1153,2004,7,SUN,CHI,TB,Raymond James Stadium,80,58,7,W,Chance Rain,Grass,32,7,7,19
1154,2004,7,MN,DEN,CIN,Paul Brown Stadium,61,45,7,SE,Clear,FieldTurf,43.5,-6,10,23
1155,2004,8,SUN,ARI,BUF,Ralph Wilson Stadium,55,69,21,W,Rain,AstroPlay,34,3,14,38
1156,2004,8,SUN,DET,DAL,Texas Stadium,78,71,,,Chance Rain,AstroTurf,41,3,21,31
1157,2004,8,SUN,ATL,DEN,Invesco Field at Mile High,54,26,12,E,Partly Cloudy,Grass,39,6.5,41,28
1158,2004,8,SUN,JAC,HOU,Reliant Stadium,85,59,17,S,Sunny,Grass,42.5,1,6,20
1159,2004,8,SUN,IND,KC,Arrowhead Stadium,67,44,10,S,Clear,Grass,57,-1,35,45
1160,2004,8,SUN,NYG,MIN,Metrodome,63,,,,Dome,AstroTurf,48,6.5,34,13
1161,2004,8,SUN,BAL,PHI,Lincoln Financial Field,73,49,22,W,Mostly Sunny,Grass,38,7.5,10,15
1162,2004,8,SUN,NE,PIT,Heinz Field,64,40,13,W,Fair,Grass,42,-3,20,34
1163,2004,8,SUN,OAK,SD,Qualcomm Stadium,69,57,8,WSW,Sunny,Grass,46,6,14,42
1164,2004,8,SUN,CAR,SEA,Qwest Field,49,64,6,SE,Sunny,FieldTurf,39,8,17,23
1165,2004,8,SUN,CIN,TEN,Adelphia Coliseum,69,51,5,N,Partly Cloudy,Grass,40.5,3,20,27
1166,2004,8,SUN,GB,WAS,FedEx Field,78,78,9,SW,Partly Cloudy,Grass,40.5,-2,28,14
1167,2004,8,SN,SF,CHI,Soldier Field,50,76,7,VAR,Partly Cloudy,Grass,36,2,13,23
1168,2004,8,MN,MIA,NYJ,The Meadowlands,52,68,3,N,Partly Cloudy,FieldTurf,35,6.5,14,41
1169,2004,9,SUN,NYJ,BUF,Ralph Wilson Stadium,55,60,25,SW,Mostly Cloudy,AstroPlay,36.5,-3,17,22
1170,2004,9,SUN,OAK,CAR,Bank of America Stadium,73,38,3,SW,Sunny,Grass,41.5,7,27,24
1171,2004,9,SUN,DAL,CIN,Paul Brown Stadium,63,67,9,SW,Sunny,FieldTurf,43.5,0,3,26
1172,2004,9,SUN,HOU,DEN,Invesco Field at Mile High,69,11,7,S,Partly Cloudy,Grass,41.5,6.5,13,31
1173,2004,9,SUN,WAS,DET,Ford Field,68,,,,Dome,FieldTurf,37,3.5,17,10
1174,2004,9,SUN,ARI,MIA,Pro Player Stadium,80,56,12,NE,Partly Cloudy,Grass,34.5,3,24,23
1175,2004,9,SUN,CHI,NYG,Giants Stadium,71,53,22,SW,Fair,FieldTurf,35,9,28,21
1176,2004,9,SUN,PHI,PIT,Heinz Field,63,50,24,SSW,Fair,Grass,44.5,0,3,27
1177,2004,9,SUN,NO,SD,Qualcomm Stadium,63,78,8,WSW,Chance Rain,Grass,48.5,6.5,17,43
1178,2004,9,SUN,SEA,SF,Monster Park,57,77,8,NE,Sunny,Grass,40.5,-6.5,42,27
1179,2004,9,SUN,NE,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,-1,40,22
1180,2004,9,SUN,KC,TB,Raymond James Stadium,76,43,7,VAR,Sunny,Grass,44.5,-3,31,34
1181,2004,9,SN,CLE,BAL,M&T Bank Stadium,61,56,7,W,Clear,MomentumTurf,35,5.5,13,27
1182,2004,9,MN,MIN,IND,RCA Dome,,,,,Dome,AstroTurf,58.5,6.5,28,31
1183,2004,10,SUN,NYG,ARI,Sun Devil Stadium,72,27,19,ENE,Partly Cloudy,Grass,38.5,-2,14,17
1184,2004,10,SUN,TB,ATL,Georgia Dome,,,,,Dome,FieldTurf,40,4,14,24
1185,2004,10,SUN,PIT,CLE,Cleveland Browns Stadium,44,,,,,Grass,42,-3.5,24,10
1186,2004,10,SUN,MIN,GB,Lambeau Field,46,53,7,SW,Partly Cloudy,Grass,50,4,31,34
1187,2004,10,SUN,HOU,IND,RCA Dome,,,,,Dome,AstroTurf,53.5,9,14,49
1188,2004,10,SUN,DET,JAC,Alltel Stadium,60,86,14,NE,,Grass,34.5,3,17,23
1189,2004,10,SUN,KC,NO,Louisiana Superdome,66,,,,Dome,MomentumTurf,56.5,-3.5,20,27
1190,2004,10,SUN,BAL,NYJ,The Meadowlands,48,42,7,VAR,Clear,FieldTurf,34,-1,20,17
1191,2004,10,SUN,CAR,SF,Monster Park,59,83,3,NE,Cloudy,Grass,41,0,37,27
1192,2004,10,SUN,SEA,STL,Edward Jones Dome,,,,,Dome,AstroTurf,50,0,12,23
1193,2004,10,SUN,CHI,TEN,Adelphia Coliseum,56,61,9,E,Partly Cloudy,Grass,34.5,5.5,19,17
1194,2004,10,SUN,CIN,WAS,FedEx Field,53,37,,,Sunny,Grass,36.5,3,17,10
1195,2004,10,SN,BUF,NE,Gillette Stadium,40,57,2,N,Clear,Grass,37.5,7,6,29
1196,2004,10,MN,PHI,DAL,Texas Stadium,62,86,6,E,Chance Rain,AstroTurf,42,-6.5,49,21
1197,2004,11,SUN,DAL,BAL,M&T Bank Stadium,60,60,,,Mostly Cloudy,MomentumTurf,36,8,10,30
1198,2004,11,SUN,STL,BUF,Ralph Wilson Stadium,50,74,10,W,Partly Cloudy,AstroPlay,40,-1,17,37
1199,2004,11,SUN,ARI,CAR,Bank of America Stadium,68,56,3,S,Mostly Cloudy,Grass,37,2.5,10,35
1200,2004,11,SUN,IND,CHI,Soldier Field,43,50,3,NW,Partly Cloudy,Grass,44.5,-7.5,41,10
1201,2004,11,SUN,PIT,CIN,Paul Brown Stadium,50,80,9,N,Chance Rain,FieldTurf,40.5,-4,19,14
1202,2004,11,SUN,NYJ,CLE,Cleveland Browns Stadium,51,,9,N,Cloudy,Grass,37.5,0,10,7
1203,2004,11,SUN,TEN,JAC,Alltel Stadium,80,53,4,S,Chance Rain,Grass,36,3.5,18,15
1204,2004,11,SUN,DET,MIN,Metrodome,64,,,,Dome,AstroTurf,48,7.5,19,22
1205,2004,11,SUN,DEN,NO,Louisiana Superdome,78,,,,Dome,MomentumTurf,47,-4.5,34,13
1206,2004,11,SUN,ATL,NYG,Giants Stadium,57,96,3,S,Cloudy,FieldTurf,40.5,-2.5,14,10
1207,2004,11,SUN,SD,OAK,Network Associates Coliseum,61,21,18,N,Sunny,Grass,48,-3.5,23,17
1208,2004,11,SUN,WAS,PHI,Lincoln Financial Field,55,82,2,NNW,Mostly Cloudy,Grass,38.5,10.5,6,28
1209,2004,11,SUN,MIA,SEA,Qwest Field,46,73,3,SE,Partly Sunny,FieldTurf,37.5,10,17,24
1210,2004,11,SUN,SF,TB,Raymond James Stadium,77,60,8,W,Clear,Grass,41.5,8,3,35
1211,2004,11,SN,GB,HOU,Reliant Stadium,,,,,Closed Roof,Grass,49.5,-3,16,13
1212,2004,11,MN,NE,KC,Arrowhead Stadium,45,93,5,S,Cloudy,Grass,52.5,-3,27,19
1213,2004,12,THU,CHI,DAL,Texas Stadium,61,37,10,N,Clear,AstroTurf,36,3.5,7,21
1214,2004,12,THU,IND,DET,Ford Field,68,,,,Dome,FieldTurf,53.5,-9,41,9
1215,2004,12,SUN,NYJ,ARI,Sun Devil Stadium,63,23,25,WNW,Partly Cloudy,Grass,36,-3,13,3
1216,2004,12,SUN,NO,ATL,Georgia Dome,,,,,Dome,FieldTurf,46,9,21,24
1217,2004,12,SUN,TB,CAR,Bank of America Stadium,56,61,5,NW,Sunny,Grass,39,-2.5,14,21
1218,2004,12,SUN,CLE,CIN,Paul Brown Stadium,38,76,13,W,Cloudy,FieldTurf,38,6,48,58
1219,2004,12,SUN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,43.5,-1.5,21,31
1220,2004,12,SUN,SD,KC,Arrowhead Stadium,35,75,14,E,Cloudy,Grass,52,3,34,31
1221,2004,12,SUN,JAC,MIN,Metrodome,65,,,,Dome,AstroTurf,46.5,5.5,16,27
1222,2004,12,SUN,BAL,NE,Gillette Stadium,52,0,20,SE,Rain,Grass,36,7,3,24
1223,2004,12,SUN,PHI,NYG,Giants Stadium,61,82,3,SSW,Partly Sunny,FieldTurf,37.5,-7,27,6
1224,2004,12,SUN,WAS,PIT,Heinz Field,38,86,19,W,Cloudy,Grass,35.5,10.5,7,16
1225,2004,12,SUN,MIA,SF,Monster Park,55,43,20,N,Sunny,Grass,37.5,1,24,17
1226,2004,12,SUN,BUF,SEA,Qwest Field,41,82,3,SE,Sunny,FieldTurf,38,5,38,9
1227,2004,12,SN,OAK,DEN,Invesco Field at Mile High,18,90,7,N,Snow,Grass,45,11,25,24
1228,2004,12,MN,STL,GB,Lambeau Field,28,86,4,SW,Partly Cloudy,Grass,52,6,17,45
1229,2004,13,SUN,CIN,BAL,M&T Bank Stadium,56,42,7,WNW,Sunny,MomentumTurf,37,6.5,27,26
1230,2004,13,SUN,MIN,CHI,Soldier Field,45,73,14,E,Partly Cloudy,Grass,41,-7.5,14,24
1231,2004,13,SUN,NE,CLE,Cleveland Browns Stadium,46,,9,NNE,Cloudy,Grass,39.5,-10.5,42,15
1232,2004,13,SUN,ARI,DET,Ford Field,68,,,,Dome,FieldTurf,37,6,12,26
1233,2004,13,SUN,TEN,IND,RCA Dome,,,,,Dome,AstroTurf,55,11,24,51
1234,2004,13,SUN,BUF,MIA,Pro Player Stadium,79,69,13,E,Mostly Cloudy,Grass,34.5,-3.5,42,32
1235,2004,13,SUN,CAR,NO,Louisiana Superdome,,,,,Dome,MomentumTurf,46.5,1,32,21
1236,2004,13,SUN,HOU,NYJ,The Meadowlands,56,64,11,W,,FieldTurf,41,7,7,29
1237,2004,13,SUN,KC,OAK,Network Associates Coliseum,50,39,8,SW,Mostly Sunny,Grass,51,0,34,27
1238,2004,13,SUN,GB,PHI,Lincoln Financial Field,55,38,14,W,Partly Cloudy,Grass,48,6,17,47
1239,2004,13,SUN,DEN,SD,Qualcomm Stadium,58,77,9,WSW,Light Rain,Grass,47.5,3,17,20
1240,2004,13,SUN,SF,STL,Edward Jones Dome,,,,,Dome,AstroTurf,47.5,10.5,6,16
1241,2004,13,SUN,ATL,TB,Raymond James Stadium,71,45,3,VAR,Chance Rain,Grass,39,1.5,0,27
1242,2004,13,SUN,NYG,WAS,FedEx Field,61,38,6,SW,Sunny,Grass,32.5,2.5,7,31
1243,2004,13,SN,PIT,JAC,Alltel Stadium,56,89,,,Chance Rain,Grass,35,-3,17,16
1244,2004,13,MN,DAL,SEA,Qwest Field,45,76,,,Cloudy,FieldTurf,42.5,7,43,39
1245,2004,14,SUN,SF,ARI,Sun Devil Stadium,74,30,,,Clear,Grass,36.5,7,31,28
1246,2004,14,SUN,OAK,ATL,Georgia Dome,,,,,Dome,FieldTurf,46,7.5,10,35
1247,2004,14,SUN,NYG,BAL,M&T Bank Stadium,48,46,12,W,Partly Cloudy,MomentumTurf,33.5,10,14,37
1248,2004,14,SUN,CLE,BUF,Ralph Wilson Stadium,31,56,10,S,Light Snow,AstroPlay,37.5,11,7,37
1249,2004,14,SUN,STL,CAR,Bank of America Stadium,53,48,6,SW,Mostly Sunny,Grass,44,7,7,20
1250,2004,14,SUN,NO,DAL,Texas Stadium,62,44,,,Clear,AstroTurf,48,7,27,13
1251,2004,14,SUN,MIA,DEN,Invesco Field at Mile High,37,43,8,E,Partly Cloudy,Grass,39,11.5,17,20
1252,2004,14,SUN,DET,GB,Lambeau Field,33,66,28,NW,Flurries,Grass,44,9.5,13,16
1253,2004,14,SUN,IND,HOU,Reliant Stadium,68,78,9,SW,,Grass,57,-10.5,23,14
1254,2004,14,SUN,CHI,JAC,Alltel Stadium,53,,15,W,Sunny,Grass,34,7,3,22
1255,2004,14,SUN,SEA,MIN,Metrodome,65,,,,Dome,AstroTurf,52,6.5,27,23
1256,2004,14,SUN,CIN,NE,Gillette Stadium,39,66,5,W,Partly Cloudy,Grass,44,11,28,35
1257,2004,14,SUN,NYJ,PIT,Heinz Field,34,81,12,S,Cloudy,Grass,35.5,5.5,6,17
1258,2004,14,SUN,TB,SD,Qualcomm Stadium,69,63,8,WSW,Clear,Grass,43,5,24,31
1259,2004,14,SN,PHI,WAS,FedEx Field,47,51,13,SW,Cloudy,Grass,37.5,-9,17,14
1260,2004,14,MN,KC,TEN,Adelphia Coliseum,37,50,10,N,Clear,Grass,51.5,2,49,38
1261,2004,15,SAT,CAR,ATL,Georgia Dome,,,,,Dome,AstroTurf,42,3.5,31,34
1262,2004,15,SAT,PIT,NYG,Giants Stadium,42,65,5,E,Mostly Sunny,FieldTurf,34.5,-10,33,30
1263,2004,15,SAT,WAS,SF,Monster Park,55,80,0,CALM,Sunny,Grass,37,-5,26,16
1264,2004,15,SUN,STL,ARI,Sun Devil Stadium,75,13,10,E,Sunny,Grass,41.5,-3,7,31
1265,2004,15,SUN,HOU,CHI,Soldier Field,12,44,21,NW,Sunny,Grass,34,1,24,5
1266,2004,15,SUN,BUF,CIN,Paul Brown Stadium,19,45,22,N,Cloudy,FieldTurf,43.5,-1,33,17
1267,2004,15,SUN,SD,CLE,Cleveland Browns Stadium,18,68,30,NNW,Snow,Grass,41,-9.5,21,0
1268,2004,15,SUN,MIN,DET,Ford Field,68,,,,Dome,FieldTurf,48.5,-3,28,27
1269,2004,15,SUN,JAC,GB,Lambeau Field,12,44,13,NW,Clear,Grass,37.5,3.5,28,25
1270,2004,15,SUN,DEN,KC,Arrowhead Stadium,15,42,10,NE,Clear,Grass,52.5,-1,17,45
1271,2004,15,SUN,SEA,NYJ,The Meadowlands,45,82,5,VAR,Hazy,FieldTurf,40.5,6.5,14,37
1272,2004,15,SUN,TEN,OAK,Network Associates Coliseum,54,45,6,E,Sunny,Grass,47.5,2.5,35,40
1273,2004,15,SUN,DAL,PHI,Lincoln Financial Field,37,65,4,W,Mostly Cloudy,Grass,46,12,7,12
1274,2004,15,SUN,NO,TB,Raymond James Stadium,64,50,13,WNW,Partly Cloudy,Grass,44,8,21,17
1275,2004,15,SN,BAL,IND,RCA Dome,,,,,Dome,AstroTurf,49,7.5,10,20
1276,2004,15,MN,NE,MIA,Pro Player Stadium,52,49,7,N,Clear,Grass,41,-9.5,28,29
1277,2004,16,FRI,GB,MIN,Metrodome,65,,,,Dome,AstroTurf,55.5,3,34,31
1278,2004,16,SAT,OAK,KC,Arrowhead Stadium,43,41,8,S,Clear,Grass,59,8,30,31
1279,2004,16,SAT,DEN,TEN,Adelphia Coliseum,29,66,8,N,Clear,Grass,50,-4,37,16
1280,2004,16,SUN,NYG,CIN,Paul Brown Stadium,24,81,3,NW,Cloudy,FieldTurf,44.5,6.5,22,23
1281,2004,16,SUN,WAS,DAL,Texas Stadium,61,29,5,S,Clear,AstroTurf,37,-2,10,13
1282,2004,16,SUN,CHI,DET,Ford Field,68,,,,Dome,FieldTurf,36,6,13,19
1283,2004,16,SUN,SD,IND,RCA Dome,,,,,Dome,AstroTurf,57,7,31,34
1284,2004,16,SUN,HOU,JAC,Alltel Stadium,40,,21,NW,Chance Rain,Grass,37.5,7,21,0
1285,2004,16,SUN,ATL,NO,Louisiana Superdome,43,,,,Dome,MomentumTurf,44.5,4.5,13,26
1286,2004,16,SUN,NE,NYJ,The Meadowlands,30,90,10,N,Cloudy,FieldTurf,42.5,-2,23,7
1287,2004,16,SUN,BAL,PIT,Heinz Field,26,53,3,VAR,Cloudy,Grass,33.5,5,7,20
1288,2004,16,SUN,BUF,SF,Monster Park,54,80,18,E,Cloudy,Grass,43,-11,41,7
1289,2004,16,SUN,ARI,SEA,Qwest Field,46,89,3,VAR,Cloudy,FieldTurf,43.5,7,21,24
1290,2004,16,SUN,CAR,TB,Raymond James Stadium,50,71,15,NNW,Chance Rain,Grass,39.5,3,37,20
1291,2004,16,SN,CLE,MIA,Pro Player Stadium,55,77,12,NW,Clear,Grass,40,7.5,7,10
1292,2004,16,MN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,46.5,3,7,20
1293,2004,17,SUN,TB,ARI,Sun Devil Stadium,63,47,7,S,Partly Cloudy,Grass,38,3,7,12
1294,2004,17,SUN,MIA,BAL,M&T Bank Stadium,42,71,7,SE,Cloudy,MomentumTurf,33.5,11,23,30
1295,2004,17,SUN,PIT,BUF,Ralph Wilson Stadium,52,77,17,S,Mostly Cloudy,AstroPlay,34,9,29,24
1296,2004,17,SUN,NO,CAR,Bank of America Stadium,65,60,8,SW,Partly Sunny,Grass,46,8,21,18
1297,2004,17,SUN,GB,CHI,Soldier Field,44,86,12,NW,Foggy,Grass,34,3,31,14
1298,2004,17,SUN,IND,DEN,Invesco Field at Mile High,32,60,4,NE,Cloudy,Grass,44.5,9,14,33
1299,2004,17,SUN,CLE,HOU,Reliant Stadium,,,,,Closed Roof,Grass,39,9.5,22,14
1300,2004,17,SUN,SF,NE,Gillette Stadium,32,62,2,NNE,Partly Cloudy,Grass,37,13.5,7,21
1301,2004,17,SUN,JAC,OAK,Network Associates Coliseum,48,0,9,N,Light Rain,Grass,43,2,13,6
1302,2004,17,SUN,CIN,PHI,Lincoln Financial Field,43,63,8,ESE,Cloudy,Grass,39.5,-3,38,10
1303,2004,17,SUN,KC,SD,Qualcomm Stadium,59,87,8,WSW,Partly Cloudy,Grass,52,-3,17,24
1304,2004,17,SUN,ATL,SEA,Qwest Field,40,58,5,VAR,Sunny,FieldTurf,42,5,26,28
1305,2004,17,SUN,NYJ,STL,Edward Jones Dome,,,,,Dome,AstroTurf,43,-3,29,32
1306,2004,17,SUN,DET,TEN,Adelphia Coliseum,62,83,7,SSW,Cloudy,Grass,45.5,-3,19,24
1307,2004,17,SUN,MIN,WAS,FedEx Field,46,67,,,Cloudy,Grass,41,-4,18,21
1308,2004,17,SN,DAL,NYG,Giants Stadium,47,93,,,Cloudy,FieldTurf,37.5,3,24,28
1309,2004,18,SAT,NYJ,SD,Qualcomm Stadium,55,86,8,WSW,Light Rain,Grass,43.5,6.5,20,17
1310,2004,18,SAT,STL,SEA,Qwest Field,45,49,9,SE,Partly Cloudy,FieldTurf,50.5,4,27,20
1311,2004,18,SUN,MIN,GB,Lambeau Field,26,85,4,S,Light Rain,Grass,50,6,31,17
1312,2004,18,SUN,DEN,IND,RCA Dome,,,,,Dome,AstroTurf,56,10,24,49
1313,2004,19,SAT,STL,ATL,Georgia Dome,,,,,Dome,FieldTurf,48,7,17,47
1314,2004,19,SAT,NYJ,PIT,Heinz Field,28,39,5,SSW,Fair,Grass,34.5,9,17,20
1315,2004,19,SUN,IND,NE,Gillette Stadium,25,77,7,NNW,Snow,Grass,52,2,3,20
1316,2004,19,SUN,MIN,PHI,Lincoln Financial Field,31,44,16,NE,Cloudy,Grass,47.5,8.5,14,27
1317,2004,20,SUN,ATL,PHI,Lincoln Financial Field,17,62,31,NNW,Partly Sunny,Grass,39,5,10,27
1318,2004,20,SUN,NE,PIT,Heinz Field,11,49,9,NW,Fair,Grass,35.5,-3,41,27
1319,2004,21,SB,NE,PHI,Alltel Stadium,59,75,12,N,Clear,Grass,47.5,-7,24,21
1320,2005,1,THU,OAK,NE,Gillette Stadium,74,71,,,Partly Cloudy,Grass,50,7.5,20,30
1321,2005,1,SUN,HOU,BUF,Ralph Wilson Stadium,76,41,,,Sunny,AstroPlay,38,5.5,7,22
1322,2005,1,SUN,NO,CAR,Bank of America Stadium,79,36,19,N,Sunny,Grass,44.5,7,23,20
1323,2005,1,SUN,CIN,CLE,Cleveland Browns Stadium,74,,9,SE,Sunny,Grass,44,-3.5,27,13
1324,2005,1,SUN,GB,DET,Ford Field,68,,,,Dome,FieldTurf,46,3,3,17
1325,2005,1,SUN,SEA,JAC,Alltel Stadium,82,58,7,N,Clear,Grass,39,3,14,26
1326,2005,1,SUN,NYJ,KC,Arrowhead Stadium,81,58,12,SW,Clear,Grass,47.5,3,7,27
1327,2005,1,SUN,DEN,MIA,Dolphins Stadium,89,64,,,Cloudy,Grass,38.5,-4.5,10,34
1328,2005,1,SUN,TB,MIN,Metrodome,70,,,,Dome,AstroTurf,43,6,24,13
1329,2005,1,SUN,ARI,NYG,Giants Stadium,85,28,9,SE,Sunny,FieldTurf,37.5,3,19,42
1330,2005,1,SUN,TEN,PIT,Heinz Field,75,48,5,SSE,Sunny,Grass,40,7,7,34
1331,2005,1,SUN,DAL,SD,Qualcomm Stadium,67,56,8,WSW,Sunny,Grass,40.5,4.5,28,24
1332,2005,1,SUN,STL,SF,Monster Park,65,0,17,W,Sunny,Grass,46,-5.5,25,28
1333,2005,1,SUN,CHI,WAS,FedEx Field,83,46,,,Sunny,Grass,33,5.5,7,9
1334,2005,1,SN,IND,BAL,M&T Bank Stadium,76,,5,SSE,Clear,MomentumTurf,46,-3,24,7
1335,2005,1,MN,PHI,ATL,Georgia Dome,72,,,,Dome,FieldTurf,41.5,-1,10,14
