player,first,last,name,position1,start,cteam,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,jnum,dcp
TE-0300,Tyler,Eifert,Tyler Eifert,TE,2013,CIN,78,250,9/8/90,4.65,22,35.5,119,4.32,6.92,33.125,9.125,21,Notre Dame,FBS Independents,85,2
RE-0400,Rhett,Ellison,Rhett Ellison,TE,2012,NYG,77,250,10/3/88,4.78,0,31.5,109,0,0,32.75,10.25,128,USC,Pacific 12,85,3
EE-0400,Evan,Engram,Evan Engram,TE,2017,NYG,75,234,9/2/94,4.42,19,36,124,4.23,6.92,33.5,10,23,Mississippi,Southeastern (SEC),88,2
ZE-0100,Zach,Ertz,Zach Ertz,TE,2013,PHI,77,249,11/10/90,4.67,24,35.5,114,4.47,7.08,31.75,9.75,35,Stanford,Pacific 12,86,1
GE-0400,Gerald,Everett,Gerald Everett,TE,2017,LA,75,239,6/25/94,4.62,22,37.5,125,4.33,6.99,33,8.5,44,South Alabama,Sun Belt,81,2
NF-0175,Noah,Fant,Noah Fant,TE,2019,DEN,76,249,11/20/97,4.5,20,39.5,127,4.22,6.81,33.5,9.75,20,Iowa,Big Ten,87,2
DF-0550,Darren,Fells,Darren Fells,TE,2013,HOU,79,281,4/22/86,0,0,0,0,0,0,0,0,0,California-Davis,Big Sky,87,1
AF-0550,Anthony,Firkser,Anthony Firkser,TE,2017,TEN,74,230,2/19/95,4.82,21,31.5,110,4.29,7.06,0,0,0,Harvard,Ivy League,86,1
TF-1500,Troy,Fumagalli,Troy Fumagalli,TE,2018,DEN,77,247,2/17/95,4.84,14,0,0,0,0,32.125,10.25,156,Wisconsin,Big Ten,84,3
ZG-0012,Zach,Gentry,Zach Gentry,TE,2019,PIT,80,262,9/10/96,4.77,12,29.5,110,4.53,7.4,33.875,9.5,141,Michigan,Big Ten,81,3
MG-0325,Mike,Gesicki,Mike Gesicki,TE,2018,MIA,77,247,10/3/95,4.54,22,41.5,129,4.1,6.76,34.125,10.25,42,Penn State,Big Ten,88,1
DG-1287,Dallas,Goedert,Dallas Goedert,TE,2018,PHI,77,256,1/3/95,4.67,23,35,121,4.31,7.02,34.875,10.25,49,South Dakota State,Missouri Valley,88,2
JG-2687,Jaeden,Graham,Jaeden Graham,TE,2018,ATL,76,230,10/10/95,0,0,0,0,0,0,0,0,0,Yale,Ivy League,87,3
JG-2900,Jimmy,Graham,Jimmy Graham,TE,2010,GB,78,259,11/24/86,4.53,0,38.5,120,4.45,6.9,35,10.625,95,Miami (FL),Atlantic Coast (ACC),80,1
VG-0300,Virgil,Green,Virgil Green,TE,2011,LAC,75,249,8/3/88,4.54,23,42.5,130,4.4,6.9,33.5,9.25,204,Nevada,Western Athletic,88,2
RG-1870,Ryan,Griffin,Ryan Griffin,TE,2013,NYJ,78,247,1/11/90,4.87,21,34.5,113,4.43,7.01,33.25,0,201,Connecticut,Big East,84,3
XG-0100,Xavier,Grimble,Xavier Grimble,TE,2014,IND,76,257,9/2/92,4.9,16,30.5,110,4.79,7.41,33.625,10.25,0,USC,Pacific 12,0,1
DH-1450,Demetrius,Harris,Demetrius Harris,TE,2013,CLE,79,230,7/29/91,4.56,0,0,0,0,0,34.25,0,0,Wisconsin-Milwaukee,0,88,1
HH-0225,Hunter,Henry,Hunter Henry,TE,2016,LAC,77,250,12/7/94,4.68,21,31.5,113,4.41,7.16,32.75,9.25,35,Arkansas,Southeastern (SEC),86,1
HH-0237,Hale,Hentges,Hale Hentges,TE,2019,WAS,76,246,8/19/96,5.04,12,33.5,107,4.53,7.39,33.25,9.25,0,Alabama,Southeastern (SEC),88,2
CH-2950,Chris,Herndon,Chris Herndon,TE,2018,NYJ,76,253,2/23/96,4.78,21,34,116,4.59,7.38,32.875,9.25,107,Miami (FL),Atlantic Coast (ACC),89,4
JH-3625,Jeff,Heuerman,Jeff Heuerman,TE,2015,DEN,77,254,11/24/92,4.81,26,34.5,120,0,0,33.25,10.125,92,Ohio State,Big Ten,82,1
TH-1550,Tyler,Higbee,Tyler Higbee,TE,2016,LA,78,249,1/1/93,4.77,0,0,0,0,0,33.25,10.25,110,Western Kentucky,Conference USA (C-USA),89,1
JH-4070,Josh,Hill,Josh Hill,TE,2013,NO,77,229,5/21/90,4.67,20,36.5,127,4.19,7,33,9,0,Idaho State,Big Sky,89,2
TH-1875,T.J.,Hockenson,T.J. Hockenson,TE,2019,DET,77,251,7/3/97,4.7,17,37.5,123,4.18,7.02,32.25,9.5,8,Iowa,Big Ten,88,3
JH-4850,Jacob,Hollister,Jacob Hollister,TE,2017,SEA,76,239,11/18/93,4.64,0,36.5,121,4.34,7.12,0,0,0,Wyoming,Mountain West (MWC),48,2
JH-5150,J.P.,Holtz,J.P. Holtz,TE,2016,CHI,75,242,8/28/93,4.79,20,33,112,4.33,6.92,0,0,0,Pittsburgh,Atlantic Coast (ACC),81,1
AH-3650,Austin,Hooper,Austin Hooper,TE,2016,ATL,76,254,11/4/94,4.69,19,33,117,4.32,7,33.75,10.625,81,Stanford,Pacific 12,81,1
JH-5350,Jesper,Horsted,Jesper Horsted,TE,2019,CHI,75,224,2/27/97,4.77,14,32,118,0,0,32.125,9.875,0,Princeton,Ivy League,49,3
OH-0250,O.J.,Howard,O.J. Howard,TE,2017,TB,78,251,11/19/94,4.51,22,30,121,4.16,6.85,33.75,10,19,Alabama,Southeastern (SEC),80,1
TH-2875,Tanner,Hudson,Tanner Hudson,TE,2018,TB,77,239,11/12/94,0,0,0,0,0,0,0,0,0,Southern Arkansas,0,88,2
HH-0350,Hayden,Hurst,Hayden Hurst,TE,2018,BAL,76,250,8/24/93,4.67,16,32,120,4.37,7.19,32.75,9.75,25,South Carolina,Southeastern (SEC),81,3
RI-0500,Ryan,Izzo,Ryan Izzo,TE,2018,NE,77,256,12/21/95,4.94,18,33,110,4.43,7.15,32.125,9.25,250,Florida State,Atlantic Coast (ACC),85,3
JJ-0725,Jesse,James,Jesse James,TE,2015,DET,79,261,6/4/94,4.69,26,37.5,121,4.5,7.53,33,9.375,160,Penn State,Big Ten,83,1
BJ-0950,Blake,Jarwin,Blake Jarwin,TE,2017,DAL,77,244,7/16/94,4.73,21,34.5,121,4.39,7.44,0,0,0,Oklahoma State,Big 12,89,2
CJ-2075,Charles,Jones,Charles Jones,TE,2019,JAC,75,254,8/5/96,0,0,0,0,0,0,0,0,0,Tulane,American Athletic,85,2
TK-0150,Travis,Kelce,Travis Kelce,TE,2013,KC,77,255,10/5/89,4.61,0,35,124,4.42,7.09,33.75,9.625,63,Cincinnati,Big East,87,1
LK-0200,Lance,Kendricks,Lance Kendricks,TE,2011,LAC,75,243,1/30/88,4.65,25,34.5,122,4.15,6.94,32,9.5,47,Wisconsin,Big Ten,87,3
GK-0075,George,Kittle,George Kittle,TE,2017,SF,76,247,10/9/93,4.52,18,38.5,132,0,7,33.125,9.25,146,Iowa,Big Ten,85,1
DK-0950,Dawson,Knox,Dawson Knox,TE,2019,BUF,76,254,11/14/96,4.59,16,34.5,122,4.27,7.12,33.5,9.75,96,Mississippi,Southeastern (SEC),88,1
BK-1050,Ben,Koyack,Ben Koyack,TE,2015,JAC,77,255,4/9/93,4.79,16,30,116,4.52,7.32,32.625,10.75,229,Notre Dame,FBS Independents,83,1
TK-0850,Tyler,Kroft,Tyler Kroft,TE,2015,BUF,77,246,10/15/92,4.65,17,34,120,4.5,7.18,33,9.625,85,Rutgers,Big Ten,81,2
ML-0050,Matt,LaCosse,Matt LaCosse,TE,2015,NE,78,250,9/21/92,4.71,20,30,116,4.57,7.3,31,8.375,0,Illinois,Big Ten,83,2
ML-1500,Marcedes,Lewis,Marcedes Lewis,TE,2006,GB,78,275,5/19/84,4.8,23,37,118,4.84,7.24,35,0,28,UCLA,Pacific 10,89,2
CM-0175,Chris,Manhertz,Chris Manhertz,TE,2014,CAR,78,255,4/10/92,4.86,0,0,0,0,0,0,0,0,Canisius,0,82,3
VM-0250,Vance,McDonald,Vance McDonald,TE,2013,PIT,76,267,6/13/90,4.6,31,33.5,119,4.53,7.08,34.375,10.125,55,Rice,Conference USA (C-USA),89,1
FM-0675,Foster,Moreau,Foster Moreau,TE,2019,OAK,76,253,5/6/97,4.66,22,36.5,121,4.11,7.16,33.5,9.625,137,LSU,Southeastern (SEC),87,1
JM-6775,Johnny,Mundt,Johnny Mundt,TE,2017,LA,76,231,11/23/94,4.74,21,30,113,4.24,7.21,0,0,0,Oregon,Pacific 12,82,3
IN-0050,Isaac,Nauta,Isaac Nauta,TE,2019,DET,75,244,5/21/97,4.86,19,28,114,4.43,7.45,31.875,9.375,224,Georgia,Southeastern (SEC),89,3
DN-1225,David,Njoku,David Njoku,TE,2017,CLE,76,246,7/10/96,4.64,21,40,133,4.34,6.97,35.25,10,29,Miami (FL),Atlantic Coast (ACC),85,1
NO-0150,Nick,O'Leary,Nick O'Leary,TE,2015,JAC,75,252,8/31/92,4.92,21,30.5,110,4.5,7.4,29.75,9.375,194,Florida State,Atlantic Coast (ACC),86,2
JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,2015,JAC,76,248,1/14/92,4.68,16,35,116,4.38,7.2,32.125,9.75,173,Illinois State,Missouri Valley,80,2
JO-0562,Josh,Oliver,Josh Oliver,TE,2019,JAC,77,249,3/21/97,4.63,22,34,117,4.47,7.21,33.5,10.75,69,San Jose State,Mountain West (MWC),89,2
GO-0100,Greg,Olsen,Greg Olsen,TE,2007,CAR,78,255,3/11/85,4.51,23,35.5,114,4.48,7.04,32.375,9.625,31,Miami (FL),Atlantic Coast (ACC),88,1
JP-2075,Josh,Perkins,Josh Perkins,TE,2016,PHI,75,225,8/5/93,4.65,12,34,126,4.38,7.04,0,0,0,Washington,Pacific 12,81,3
MP-2350,MyCole,Pruitt,MyCole Pruitt,TE,2015,TEN,74,251,3/24/92,4.52,17,38,118,4.37,7.25,33.5,10.25,143,Southern Illinois,Missouri Valley,85,2
KR-1200,Kyle,Rudolph,Kyle Rudolph,TE,2011,MIN,78,258,11/9/89,0,0,0,0,0,0,34,10.625,43,Notre Dame,FBS Independents,82,1
DS-0050,Drew,Sample,Drew Sample,TE,2019,CIN,77,255,4/16/96,4.71,0,33.5,115,4.31,7.15,33.375,9.625,52,Washington,Pacific 12,89,5
ES-0250,Eric,Saubert,Eric Saubert,TE,2017,CHI,77,253,5/1/94,4.69,22,35.5,121,4.59,7.34,33.5,10.375,174,Drake,0,43,4
DS-0850,Dalton,Schultz,Dalton Schultz,TE,2018,DAL,77,244,7/11/96,4.75,20,32,120,4.4,7,31.25,9.5,137,Stanford,Pacific 12,86,3
RS-0687,Ricky,Seals-Jones,Ricky Seals-Jones,TE,2017,CLE,77,243,3/15/95,4.69,17,31,121,4.33,7.46,33.125,9.625,0,Texas A&M,Southeastern (SEC),83,2
AS-0775,Adam,Shaheen,Adam Shaheen,TE,2017,CHI,78,278,10/24/93,4.79,24,32.5,121,4.38,7.09,33.5,9.625,45,Ashland,0,87,3
SS-1525,Scott,Simonson,Scott Simonson,TE,2014,NYG,76,243,4/13/92,4.87,24,30.5,111,4.62,7.38,32,9.25,0,Assumption,0,82,4
LS-1550,Lee,Smith,Lee Smith,TE,2011,BUF,78,269,11/21/87,4.94,25,29,108,4.28,7.16,34.375,9.75,159,Marshall,Conference USA (C-USA),85,3
KS-1375,Kaden,Smith,Kaden Smith,TE,2019,NYG,77,255,4/24/97,4.92,15,32,108,4.47,7.08,32.25,9.625,176,Stanford,Pacific 12,82,1
JS-4550,Jonnu,Smith,Jonnu Smith,TE,2017,TEN,75,248,2/22/95,4.62,22,38,126,4.18,7.43,32.875,9.25,100,Florida International,Conference USA (C-USA),81,1
IS-0275,Irv,Smith Jr.,Irv Smith Jr.,TE,2019,MIN,74,242,8/9/98,4.63,19,32.5,110,4.33,7.32,31.5,9.5,50,Alabama,Southeastern (SEC),84,2
DS-3137,Durham,Smythe,Durham Smythe,TE,2018,MIA,77,253,8/9/95,4.81,18,31,110,4.23,7.17,31.75,9.25,123,Notre Dame,FBS Independents,81,2
JS-5475,Jeremy,Sprinkle,Jeremy Sprinkle,TE,2017,WAS,77,252,8/10/94,4.69,15,30.5,116,4.53,7.1,34.5,10.75,154,Arkansas,Southeastern (SEC),87,1
JS-6325,Jace,Sternberger,Jace Sternberger,TE,2019,GB,76,251,6/26/96,4.75,17,31.5,113,4.31,7.19,32.125,9.75,75,Texas A&M,Southeastern (SEC),87,4
LS-1900,Luke,Stocker,Luke Stocker,TE,2011,ATL,77,253,7/17/88,4.68,27,33,115,4.4,7.03,33,9.625,104,Tennessee,Southeastern (SEC),80,2
GS-1400,Geoff,Swaim,Geoff Swaim,TE,2015,JAC,76,252,3/19/91,4.71,0,35.5,124,4.58,7.28,33.625,10,246,Texas,Big 12,87,1
TS-3656,Tommy,Sweeney,Tommy Sweeney,TE,2019,BUF,76,251,7/1/95,4.84,17,32,115,4.31,7.17,32.75,9.75,228,Boston College,Atlantic Coast (ACC),89,4
TS-3662,Tyrone,Swoopes,Tyrone Swoopes,TE,2017,SEA,75,249,11/14/94,4.75,19,35,115,4.36,6.89,0,0,0,Texas,Big 12,46,3
IT-0150,Ian,Thomas,Ian Thomas,TE,2018,CAR,76,259,6/6/96,4.65,0,36,123,4.2,7.15,32.5,10.5,101,Indiana,Big Ten,80,2
LT-0275,Logan,Thomas,Logan Thomas,TE,2014,DET,78,248,7/1/91,4.54,0,35.5,118,4.18,7.05,34.25,10.875,120,Virginia Tech,Atlantic Coast (ACC),82,2
JT-1775,Jordan,Thomas,Jordan Thomas,TE,2018,HOU,77,265,8/2/96,4.74,16,29.5,111,4.64,7.41,34.125,11.625,211,Mississippi State,Southeastern (SEC),83,3
LT-0550,Levine,Toilolo,Levine Toilolo,TE,2013,SF,80,260,7/30/91,4.79,19,33.5,117,4.57,7.09,34.5,10.25,133,Stanford,Pacific 12,83,3
ET-0375,Eric,Tomlinson,Eric Tomlinson,TE,2015,OAK,78,261,4/22/92,4.77,23,31,110,4.54,7.46,32.875,10,0,Texas-El Paso,Conference USA (C-USA),82,3
RT-1250,Robert,Tonyan Jr.,Robert Tonyan Jr.,TE,2017,GB,77,236,4/30/94,4.58,16,35,125,4.34,7.12,0,0,0,Indiana State,Missouri Valley,85,3
RT-1550,Ross,Travis,Ross Travis,TE,2015,NYJ,78,225,1/9/93,0,0,0,0,0,0,0,0,0,Penn State,Big Ten,0,3
CU-0150,C.J.,Uzomah,C.J. Uzomah,TE,2015,CIN,78,262,1/14/93,4.62,19,31,118,4.57,7.22,34.125,9.375,157,Auburn,Southeastern (SEC),87,1
JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,2016,NO,75,239,9/22/92,4.78,27,30.5,119,4.16,6.76,0,0,0,Ferris State,0,86,5
NV-0050,Nick,Vannett,Nick Vannett,TE,2016,PIT,78,257,3/6/93,4.89,17,30.5,113,4.2,7.05,34.25,10,94,Ohio State,Big Ten,88,2
CW-0225,Clive,Walford,Clive Walford,TE,2015,MIA,76,251,10/1/91,4.7,20,35,120,4.57,7.32,34,10.25,68,Miami (FL),Atlantic Coast (ACC),87,3
DW-0500,Delanie,Walker,Delanie Walker,TE,2006,TEN,73,242,8/12/84,0,0,0,0,0,0,32,0,175,Central Missouri State,0,82,1
DW-0675,Darren,Waller,Darren Waller,TE,2015,OAK,78,238,9/13/92,4.43,12,37,125,4.25,7.07,33.25,9,204,Georgia Tech,Atlantic Coast (ACC),83,1
BW-0700,Benjamin,Watson,Benjamin Watson,TE,2004,NE,75,255,12/18/80,4.57,34,35.5,123,4.15,7.39,33,10,32,Georgia,Southeastern (SEC),84,1
MW-2450,Maxx,Williams,Maxx Williams,TE,2015,ARI,76,249,4/12/94,4.78,17,34.5,117,4.37,7.3,33.5,10.375,55,Minnesota,Big Ten,87,1
LW-1450,Luke,Willson,Luke Willson,TE,2013,SEA,77,250,1/15/90,4.51,23,38,122,4.29,7.08,32.25,9.375,158,Rice,Conference USA (C-USA),82,1
JW-6000,Jason,Witten,Jason Witten,TE,2003,DAL,78,261,5/6/82,4.65,25,31,0,0,0,0,0,69,Tennessee,Southeastern (SEC),82,1
DY-0075,Deon,Yelder,Deon Yelder,TE,2018,KC,75,249,3/6/95,4.79,18,33,120,4.64,7.32,0,0,0,Western Kentucky,Conference USA (C-USA),82,3
DA-0212,Davante,Adams,Davante Adams,WR,2014,GB,73,212,12/24/92,4.56,14,39.5,127,4.3,6.82,32.625,9,53,Fresno State,Mountain West (MWC),17,1
NA-0050,Nelson,Agholor,Nelson Agholor,WR,2015,PHI,72,198,5/24/93,4.37,12,36.5,125,4.34,6.83,32.25,9.25,20,USC,Pacific 12,13,1
KA-0650,Keenan,Allen,Keenan Allen,WR,2013,LAC,74,206,4/27/92,4.58,0,0,0,0,0,32.75,10,76,California,Pacific 12,13,1
GA-0250,Geronimo,Allison,Geronimo Allison,WR,2016,GB,75,196,1/18/94,4.62,0,34.5,127,4.28,7.4,0,0,0,Illinois,Big Ten,81,2
DA-0900,Danny,Amendola,Danny Amendola,WR,2008,DET,70,186,11/2/85,4.68,13,31.5,103,4.25,6.81,0,0,0,Texas Tech,Big 12,80,1
RA-1125,Robby,Anderson,Robby Anderson,WR,2016,NYJ,75,180,5/9/93,4.36,8,36.5,128,4.27,7.07,0,0,0,Temple,American Athletic,11,1
JA-1975,J.J.,Arcega-Whiteside,J.J. Arcega-Whiteside,WR,2019,PHI,74,225,12/31/96,4.5,0,34,119,4.41,7.23,33.25,9.5,57,Stanford,Pacific 12,19,1
MA-1287,Marcell,Ateman,Marcell Ateman,WR,2018,OAK,76,216,9/16/94,4.62,13,34,121,4.25,7.07,32.875,9.875,228,Oklahoma State,Big 12,88,4
TA-1050,Tavon,Austin,Tavon Austin,WR,2013,DAL,68,174,3/15/91,4.28,14,32,120,4.01,0,30,9.125,8,West Virginia,Big 12,10,2
CB-1130,Cole,Beasley,Cole Beasley,WR,2012,BUF,68,177,4/26/89,4.49,17,38,126,4.4,7.16,28.875,0,0,SMU,Conference USA (C-USA),10,1
OB-0075,Odell,Beckham Jr.,Odell Beckham Jr.,WR,2014,CLE,71,198,11/5/92,4.38,7,38.5,122,3.94,6.69,32.75,10,12,LSU,Southeastern (SEC),13,1
CB-1152,Chad,Beebe,Chad Beebe,WR,2018,MIN,69,185,6/1/94,4.68,0,32.5,117,4.18,6.88,0,0,0,Northern Illinois,Mid-American (MAC),12,1
JB-2950,Josh,Bellamy,Josh Bellamy,WR,2012,NYJ,72,206,5/18/89,0,0,0,0,0,0,34.5,0,0,Louisville,Big East,15,2
TB-1060,Travis,Benjamin,Travis Benjamin,WR,2012,LAC,70,175,12/29/89,4.31,14,38,119,0,0,31.75,8.75,100,Miami (FL),Atlantic Coast (ACC),12,1
BB-1950,Braxton,Berrios,Braxton Berrios,WR,2018,NYJ,69,184,10/6/95,4.44,11,36,110,4.18,6.72,28,9.25,210,Miami (FL),Atlantic Coast (ACC),10,2
CB-1650,Christian,Blake,Christian Blake,WR,2018,ATL,73,182,6/8/96,4.55,9,34.5,126,4.4,6.83,0,0,0,Northern Illinois,Mid-American (MAC),13,3
CB-1750,C.J.,Board,C.J. Board,WR,2017,JAC,74,174,12/12/93,4.42,9,38.5,132,4.06,6.67,30.625,9.375,0,Chattanooga,Southern,16,2
KB-1625,Kendrick,Bourne,Kendrick Bourne,WR,2017,SF,74,190,8/4/95,4.68,10,36,124,4.21,6.73,32.5,9.125,0,Eastern Washington,Big Sky,84,2
TB-2075,Tyler,Boyd,Tyler Boyd,WR,2016,CIN,73,197,11/15/94,4.54,11,34,119,4.35,6.9,32,9.75,55,Pittsburgh,Atlantic Coast (ACC),83,1
MB-3325,Miles,Boykin,Miles Boykin,WR,2019,BAL,76,220,10/12/96,4.42,12,43.5,140,4.07,6.77,33.5,9.875,93,Notre Dame,FBS Independents,80,1
MB-4075,Marquise,Brown,Marquise Brown,WR,2019,BAL,69,166,6/4/97,4.34,0,0,0,0,0,30.5,9,25,Oklahoma,Big 12,15,1
JB-6950,John,Brown,John Brown,WR,2014,BUF,70,179,4/3/90,4.34,8,36.5,119,4.12,6.91,30.5,8.5,91,Pittsburg State,0,15,1
FB-0750,Fred,Brown,Fred Brown,WR,2017,DEN,73,213,12/1/93,4.48,13,37,118,4.32,6.82,0,0,0,Mississippi State,Southeastern (SEC),19,3
AB-3500,Antonio,Brown,Antonio Brown,WR,2010,NE,70,186,7/10/88,4.56,13,33.5,105,4.18,6.98,31,9,195,Central Michigan,Mid-American (MAC),0,0
JB-6750,Jaron,Brown,Jaron Brown,WR,2013,SEA,74,205,1/8/90,4.42,17,35.5,124,4.07,6.82,31.75,0,0,Clemson,Atlantic Coast (ACC),18,2
AB-3150,A.J.,Brown,A.J. Brown,WR,2019,TEN,72,226,6/30/97,4.49,19,36.5,120,4.25,7,32.875,9.75,51,Mississippi,Southeastern (SEC),11,2
VB-0325,Ventell,Bryant,Ventell Bryant,WR,2019,DAL,75,198,8/24/96,4.61,12,34.5,121,4.25,6.97,33.125,9.75,0,Temple,American Athletic,83,3
DB-5912,Deontay,Burnett,Deontay Burnett,WR,2018,PHI,72,186,10/4/97,4.43,0,0,0,0,0,0,0,0,USC,Pacific 12,82,2
DB-6375,Damiere,Byrd,Damiere Byrd,WR,2015,ARI,69,162,1/27/93,4.27,13,42,131,4.09,6.59,29.875,8,0,South Carolina,Southeastern (SEC),14,1
DC-0025,Deon,Cain,Deon Cain,WR,2018,PIT,74,202,8/9/96,4.43,11,33.5,115,4.37,6.71,33,8.75,185,Clemson,Atlantic Coast (ACC),17,3
AC-0237,Antonio,Callaway,Antonio Callaway,WR,2018,CLE,71,200,1/9/97,4.41,7,34,121,4.33,7,31.5,9.5,105,Florida,Southeastern (SEC),0,0
PC-0050,Parris,Campbell,Parris Campbell,WR,2019,IND,72,205,3/8/96,4.31,11,40,135,4.03,0,32.25,9.5,59,Ohio State,Big Ten,15,2
AC-0387,Austin,Carr,Austin Carr,WR,2017,NO,72,201,12/25/93,4.62,16,33.5,116,4.07,6.7,0,0,0,Northwestern,Big Ten,80,4
DC-1050,DeAndre,Carter,DeAndre Carter,WR,2015,HOU,69,191,4/10/93,4.44,17,38.5,126,3.8,6.64,30.625,8.75,0,Sacramento State,Big Sky,14,2
DC-1418,D.J.,Chark,D.J. Chark,WR,2018,JAC,75,199,9/23/96,4.34,16,40,129,0,0,32.375,9.25,61,LSU,Southeastern (SEC),17,1
RC-1500,Randall,Cobb,Randall Cobb,WR,2011,DAL,70,192,8/22/90,4.46,16,33.5,115,4.34,7.08,31,9.375,64,Kentucky,Southeastern (SEC),18,1
KC-1550,Keelan,Cole,Keelan Cole,WR,2017,JAC,74,175,4/20/93,4.59,0,0,0,4.4,6.69,0,0,0,Kentucky Wesleyan,0,84,2
CC-3950,Chris,Conley,Chris Conley,WR,2015,JAC,74,213,10/25/92,4.33,18,45,139,4.3,7.06,33.75,9.875,76,Georgia,Southeastern (SEC),18,1
BC-2325,Brandin,Cooks,Brandin Cooks,WR,2014,LA,70,189,9/25/93,4.31,16,36,120,3.81,6.76,30.75,9.625,20,Oregon State,Pacific 12,12,1
PC-0625,Pharoh,Cooper,Pharoh Cooper,WR,2016,ARI,71,203,3/7/95,4.56,19,31,118,4.26,7.15,32.25,9.125,117,South Carolina,Southeastern (SEC),12,3
AC-2350,Amari,Cooper,Amari Cooper,WR,2015,DAL,73,211,6/17/94,4.31,0,34,120,3.98,6.71,31.5,10,4,Alabama,Southeastern (SEC),19,1
CC-4450,Cody,Core,Cody Core,WR,2016,NYG,75,205,4/17/94,4.37,14,37.5,119,4.34,6.78,32,10.375,199,Mississippi,Southeastern (SEC),17,2
KC-2375,Keke,Coutee,Keke Coutee,WR,2018,HOU,70,181,1/14/97,4.43,14,34.5,113,4.15,6.93,29.875,8.375,103,Texas Tech,Big 12,16,2
MC-2900,Michael,Crabtree,Michael Crabtree,WR,2009,ARI,73,214,9/14/87,0,0,0,0,0,0,34.25,9.25,10,Texas Tech,Big 12,0,0
JC-5680,Jamison,Crowder,Jamison Crowder,WR,2015,NYJ,68,185,6/17/93,4.37,10,37,123,4.26,6.99,30.375,8.75,105,Duke,Atlantic Coast (ACC),82,1
GD-0050,Geremy,Davis,Geremy Davis,WR,2015,LAC,74,216,1/10/92,4.49,23,36.5,124,4.18,6.86,32.25,9.5,186,Connecticut,American Athletic,11,3
TD-0737,Trevor,Davis,Trevor Davis,WR,2016,MIA,73,188,7/4/93,4.37,11,38.5,124,4.22,6.6,31,10,163,California,Pacific 12,77,2
RD-0450,Robert,Davis,Robert Davis,WR,2017,PHI,75,219,4/2/95,4.44,19,41,135,4.28,6.82,33,9.625,209,Georgia State,Sun Belt,14,2
CD-0975,Corey,Davis,Corey Davis,WR,2017,TEN,75,209,1/11/95,4.48,0,0,0,0,0,33,9.125,5,Western Michigan,Mid-American (MAC),84,1
RD-0150,Rashard,Davis,Rashard Davis,WR,2017,TEN,68,171,9/14/95,4.47,9,35.5,121,4.05,6.9,0,0,0,James Madison,Colonial Athletic (CAA),12,3
SD-0537,Stefon,Diggs,Stefon Diggs,WR,2015,MIN,72,195,11/29/93,4.42,11,35,115,4.11,7.03,31.25,10,146,Maryland,Big Ten,14,1
PD-0800,Phillip,Dorsett,Phillip Dorsett,WR,2015,NE,70,185,1/5/93,4.28,13,37,129,4.03,6.85,30.25,9.375,29,Miami (FL),Atlantic Coast (ACC),13,1
GD-0450,Greg,Dortch,Greg Dortch,WR,2019,LA,67,173,5/29/98,4.59,0,33,109,4.08,6.89,29.25,9.25,0,Wake Forest,Atlantic Coast (ACC),87,3
KD-1456,Keelan,Doss,Keelan Doss,WR,2019,OAK,74,211,3/21/96,4.57,8,36,124,0,0,31.5,9.5,0,California-Davis,Big Sky,18,3
AD-1587,Ashton,Dulin,Ashton Dulin,WR,2019,IND,73,215,5/15/97,4.43,13,38,121,4.22,7,33.375,9,0,Malone,0,16,2
JE-0100,Julian,Edelman,Julian Edelman,WR,2009,NE,70,198,5/22/86,0,0,0,0,0,0,0,0,232,Kent State,Mid-American (MAC),11,1
QE-0100,Quincy,Enunwa,Quincy Enunwa,WR,2014,NYJ,74,225,5/31/92,4.44,19,0,0,0,0,32.625,9.5,209,Nebraska,Big Ten,81,3
AE-1037,Alex,Erickson,Alex Erickson,WR,2016,CIN,72,198,11/6/92,4.54,14,34.5,116,4.1,6.68,0,0,0,Wisconsin,Big Ten,12,2
ME-0600,Mike,Evans,Mike Evans,WR,2014,TB,77,231,8/21/93,4.46,12,37,0,4.26,7.08,35.125,9.375,7,Texas A&M,Southeastern (SEC),13,3
LF-0200,Larry,Fitzgerald,Larry Fitzgerald,WR,2004,ARI,75,218,8/31/83,0,0,0,0,0,0,0,10.5,3,Pittsburgh,Big East,11,1
IF-0175,Isaiah,Ford,Isaiah Ford,WR,2017,MIA,73,194,2/9/96,4.61,14,35.5,126,4.29,6.94,32.625,9.25,237,Virginia Tech,Atlantic Coast (ACC),84,2
RF-1075,Robert,Foster,Robert Foster,WR,2018,BUF,74,196,5/7/94,4.41,0,33.5,116,4.2,6.9,0,0,0,Alabama,Southeastern (SEC),16,3
BF-0950,Bennie,Fowler,Bennie Fowler,WR,2014,NYG,73,217,6/10/91,4.49,18,36,126,4.18,7.06,32,9.5,0,Michigan State,Big Ten,0,0
TF-1450,Travis,Fulgham,Travis Fulgham,WR,2019,DET,74,215,9/13/95,4.55,15,36.5,126,4.22,6.84,33.625,9.5,184,Old Dominion,Conference USA (C-USA),14,2
WF-0300,Will,Fuller,Will Fuller,WR,2016,HOU,72,186,4/16/94,4.28,10,33.5,126,4.27,6.93,30.75,8.25,21,Notre Dame,FBS Independents,15,1
