player,first,last,name,position1,start,cteam,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,jnum,dcp,bye_week,injury_week
CP-2550,C.J.,Prosise,C.J. Prosise,RB,2016,SEA,72.0,220.0,5/20/94,4.33,0.0,35.5,121.0,4.42,7.19,32.125,8.5,90.0,Notre Dame,FBS Independents,22.0,2.0,11,17
PR-0125,Patrick,Ricard,Patrick Ricard,RB,2017,BAL,76.0,280.0,5/27/94,5.03,33.0,33.5,106.0,4.55,7.52,0.0,0.0,0.0,Maine,Colonial Athletic (CAA),42.0,1.0,8,18
JR-2075,Jalen,Richard,Jalen Richard,RB,2016,OAK,68.0,207.0,10/15/93,4.6,13.0,35.5,114.0,4.95,7.36,0.0,0.0,0.0,Southern Mississippi,Conference USA (C-USA),30.0,2.0,6,18
JS-0280,Jaylen,Samuels,Jaylen Samuels,RB,2018,PIT,71.0,225.0,7/20/96,4.54,18.0,34.5,121.0,4.28,6.93,31.375,9.25,165.0,North Carolina State,Atlantic Coast (ACC),38.0,2.0,7,6
MS-0125,Miles,Sanders,Miles Sanders,RB,2019,PHI,71.0,211.0,5/1/97,4.49,20.0,36.0,124.0,4.19,6.89,30.625,9.25,53.0,Penn State,Big Ten,26.0,2.0,10,18
BS-0825,Bo,Scarbrough,Bo Scarbrough,RB,2018,DET,73.0,228.0,9/29/96,4.52,14.0,40.0,129.0,4.34,0.0,33.5,10.5,236.0,Alabama,Southeastern (SEC),43.0,2.0,5,18
JS-0825,Jordan,Scarlett,Jordan Scarlett,RB,2019,CAR,71.0,208.0,2/9/96,4.47,21.0,30.0,116.0,4.63,7.37,30.375,9.0,154.0,Florida,Southeastern (SEC),20.0,3.0,7,13
BS-1450,Boston,Scott,Boston Scott,RB,2018,PHI,67.0,203.0,4/27/95,4.4,21.0,38.5,121.0,4.15,6.67,0.0,0.0,201.0,Louisiana Tech,Conference USA (C-USA),38.0,3.0,10,18
AS-0900,Anthony,Sherman,Anthony Sherman,RB,2011,KC,70.0,242.0,12/11/88,4.74,32.0,32.5,111.0,4.41,7.23,30.0,9.375,136.0,Connecticut,Big East,42.0,1.0,12,18
DS-2177,Devin,Singletary,Devin Singletary,RB,2019,BUF,67.0,203.0,9/3/97,4.66,15.0,35.0,117.0,4.4,7.32,28.875,8.5,74.0,Florida Atlantic,Conference USA (C-USA),26.0,2.0,6,3
WS-0650,Wendell,Smallwood,Wendell Smallwood,RB,2016,WAS,70.0,208.0,1/20/94,4.42,18.0,33.5,120.0,4.28,6.83,30.5,9.25,153.0,West Virginia,Big 12,34.0,2.0,10,18
IS-0250,Ito,Smith,Ito Smith,RB,2018,ATL,69.0,198.0,9/11/95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,Southern Mississippi,Conference USA (C-USA),25.0,2.0,9,8
KS-1450,Keith,Smith,Keith Smith,RB,2014,ATL,73.0,230.0,4/8/92,5.01,26.0,31.0,113.0,4.53,6.87,0.0,0.0,0.0,San Jose State,Mountain West (MWC),40.0,1.0,9,18
BS-2950,Benny,Snell Jr.,Benny Snell Jr.,RB,2019,PIT,70.0,224.0,2/27/98,4.66,16.0,29.5,119.0,4.33,7.07,31.0,9.375,122.0,Kentucky,Southeastern (SEC),24.0,3.0,7,18
DS-3300,Darren,Sproles,Darren Sproles,RB,2005,PHI,66.0,185.0,6/20/83,4.47,23.0,33.0,105.0,3.96,6.96,28.0,8.0,130.0,Kansas State,Big 12,43.0,3.0,10,6
DT-1231,Darwin,Thompson,Darwin Thompson,RB,2019,KC,69.0,195.0,2/12/97,4.55,23.0,39.0,126.0,4.3,6.93,29.75,8.375,214.0,Utah State,Mountain West (MWC),34.0,3.0,12,18
CT-1220,Chris,Thompson,Chris Thompson,RB,2013,WAS,67.0,192.0,10/20/90,4.42,21.0,0.0,0.0,0.0,0.0,30.25,9.25,154.0,Florida State,Atlantic Coast (ACC),25.0,1.0,10,7
DT-1992,De'Lance,Turner,De'Lance Turner,RB,2018,MIA,73.0,214.0,8/23/95,4.55,24.0,37.0,120.0,4.45,7.48,0.0,0.0,0.0,Alcorn State,Southwestern Athletic (SWAC),34.0,2.0,5,18
DV-0550,Dan,Vitale,Dan Vitale,RB,2016,GB,73.0,239.0,10/26/93,4.52,30.0,38.5,123.0,4.12,7.12,31.75,9.75,197.0,Northwestern,Big Ten,45.0,1.0,11,18
MW-0650,Mark,Walton,Mark Walton,RB,2018,MIA,70.0,202.0,3/29/97,4.6,18.0,31.5,118.0,4.45,7.0,30.0,9.25,112.0,Miami (FL),Atlantic Coast (ACC),0.0,0.0,5,18
SW-0350,Spencer,Ware,Spencer Ware,RB,2013,KC,70.0,228.0,11/23/91,4.62,17.0,35.5,119.0,4.27,7.07,30.125,9.625,194.0,LSU,Southeastern (SEC),39.0,3.0,12,17
DW-1550,Dwayne,Washington,Dwayne Washington,RB,2016,NO,73.0,223.0,4/24/94,4.42,21.0,37.5,127.0,4.22,6.85,0.0,0.0,236.0,Washington,Pacific 12,27.0,3.0,9,18
DW-1350,DeAndre,Washington,DeAndre Washington,RB,2016,OAK,68.0,204.0,2/22/93,4.46,24.0,34.5,118.0,4.2,7.03,30.0,9.0,143.0,Texas Tech,Big 12,33.0,3.0,6,18
DW-1750,Derek,Watt,Derek Watt,RB,2016,LAC,74.0,235.0,11/7/92,4.75,19.0,33.5,116.0,4.29,0.0,0.0,0.0,198.0,Wisconsin,Big Ten,34.0,1.0,12,18
TW-1325,Trevon,Wesco,Trevon Wesco,RB,2019,NYJ,75.0,267.0,9/12/95,4.89,24.0,31.0,117.0,4.38,7.18,34.75,9.5,121.0,West Virginia,Big 12,85.0,2.0,4,18
JW-2550,James,White,James White,RB,2014,NE,69.0,204.0,2/3/92,4.57,23.0,32.0,114.0,4.2,7.05,29.25,8.25,130.0,Wisconsin,Big Ten,28.0,1.0,10,18
KW-0922,Kerrith,Whyte Jr.,Kerrith Whyte Jr.,RB,2019,PIT,70.0,200.0,10/31/96,4.37,21.0,42.0,132.0,4.37,7.2,29.875,9.5,222.0,Florida Atlantic,Conference USA (C-USA),40.0,4.0,7,18
JW-3325,Jordan,Wilkins,Jordan Wilkins,RB,2018,IND,73.0,216.0,7/18/94,4.71,16.0,37.0,123.0,4.22,0.0,30.125,9.375,169.0,Mississippi,Southeastern (SEC),20.0,3.0,6,17
DW-3906,Dexter,Williams,Dexter Williams,RB,2019,GB,71.0,212.0,1/6/97,4.57,17.0,36.0,130.0,4.16,7.0,32.25,9.625,194.0,Notre Dame,FBS Independents,22.0,3.0,11,18
JW-3650,Jamaal,Williams,Jamaal Williams,RB,2017,GB,72.0,212.0,4/3/95,4.59,18.0,33.0,123.0,4.26,7.12,31.25,10.0,134.0,Brigham Young,FBS Independents,30.0,2.0,11,5
JW-4625,Jonathan,Williams,Jonathan Williams,RB,2016,IND,71.0,220.0,2/2/94,4.63,16.0,0.0,0.0,4.29,6.97,31.625,10.0,156.0,Arkansas,Southeastern (SEC),33.0,4.0,6,1
DW-3125,Damien,Williams,Damien Williams,RB,2014,KC,71.0,222.0,4/3/92,4.45,16.0,35.5,121.0,4.25,7.37,30.625,9.125,0.0,Oklahoma,Big 12,26.0,3.0,12,3
DW-3243,Darrel,Williams,Darrel Williams,RB,2018,KC,72.0,225.0,4/15/95,4.72,22.0,32.0,109.0,4.21,7.2,0.0,0.0,0.0,LSU,Southeastern (SEC),31.0,3.0,12,14
JW-4975,Jeff,Wilson,Jeff Wilson,RB,2018,SF,71.0,210.0,11/16/95,4.6,15.0,35.0,110.0,4.29,7.2,0.0,0.0,0.0,North Texas,Conference USA (C-USA),30.0,4.0,4,18
TY-0150,T.J.,Yeldon,T.J. Yeldon,RB,2015,BUF,73.0,226.0,10/2/93,4.52,22.0,36.0,117.0,4.22,7.19,31.625,9.0,36.0,Alabama,Southeastern (SEC),22.0,3.0,6,18
ZZ-0100,Zach,Zenner,Zach Zenner,RB,2015,NO,71.0,223.0,9/13/91,4.5,25.0,41.0,121.0,4.14,7.08,32.0,9.625,0.0,South Dakota State,Missouri Valley,0.0,0.0,9,18
JA-0462,Jordan,Akins,Jordan Akins,TE,2018,HOU,75.0,249.0,4/19/92,4.93,24.0,35.0,122.0,4.38,7.29,33.5,9.25,98.0,Central Florida,American Athletic,88.0,2.0,10,18
MA-0487,Mo,Alie-Cox,Mo Alie-Cox,TE,2017,IND,78.0,260.0,9/19/93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virginia Commonwealth,0,81.0,2.0,6,18
MA-1050,Mark,Andrews,Mark Andrews,TE,2018,BAL,77.0,256.0,9/6/95,4.58,17.0,31.0,113.0,4.38,7.34,32.5,9.5,86.0,Oklahoma,Big 12,89.0,2.0,8,18
DA-1650,Dan,Arnold,Dan Arnold,TE,2017,ARI,77.0,225.0,3/15/95,4.63,12.0,39.5,127.0,4.3,6.81,0.0,0.0,0.0,Wisconsin-Platteville,0,82.0,2.0,12,18
AA-0581,Antony,Auclair,Antony Auclair,TE,2017,TB,78.0,256.0,5/28/93,4.9,22.0,33.5,117.0,4.37,7.3,0.0,0.0,0.0,Laval,0,82.0,5.0,7,10
BB-1550,Blake,Bell,Blake Bell,TE,2015,KC,78.0,252.0,8/7/91,4.77,18.0,33.0,116.0,4.32,6.85,33.125,10.0,117.0,Oklahoma,Big 12,81.0,2.0,12,11
NB-0450,Nick,Boyle,Nick Boyle,TE,2015,BAL,76.0,268.0,2/17/93,5.0,20.0,30.5,112.0,4.23,7.13,33.375,10.375,171.0,Delaware,Colonial Athletic (CAA),86.0,1.0,8,18
CB-2775,Cameron,Brate,Cameron Brate,TE,2014,TB,76.0,245.0,7/3/91,4.79,24.0,33.5,117.0,4.48,7.16,31.75,9.875,0.0,Harvard,Ivy League,84.0,1.0,7,18
BB-2712,Ben,Braunecker,Ben Braunecker,TE,2016,CHI,75.0,250.0,2/7/94,4.68,20.0,37.5,121.0,4.2,6.9,0.0,0.0,0.0,Harvard,Ivy League,82.0,4.0,6,13
PB-0725,Pharaoh,Brown,Pharaoh Brown,TE,2017,CLE,77.0,246.0,5/4/94,4.83,24.0,34.0,103.0,4.46,7.24,0.0,0.0,0.0,Oregon,Pacific 12,86.0,2.0,7,9
DB-4387,Daniel,Brown,Daniel Brown,TE,2015,NYJ,77.0,225.0,5/26/92,4.6,11.0,31.5,116.0,4.18,6.86,0.0,0.0,0.0,James Madison,Colonial Athletic (CAA),87.0,1.0,4,18
TB-3950,Trey,Burton,Trey Burton,TE,2014,CHI,74.0,224.0,10/29/91,4.58,0.0,33.0,113.0,4.31,7.01,31.0,9.375,0.0,Florida,Southeastern (SEC),80.0,1.0,6,11
SC-0175,Stephen,Carlson,Stephen Carlson,TE,2019,CLE,76.0,230.0,12/12/96,4.77,18.0,32.5,123.0,4.19,6.97,32.0,9.75,0.0,Princeton,Ivy League,89.0,3.0,7,18
DC-0775,Derek,Carrier,Derek Carrier,TE,2012,OAK,76.0,238.0,7/25/90,4.51,15.0,38.0,122.0,4.08,6.65,32.0,0.0,0.0,Wisconsin-Beloit,0,85.0,2.0,6,18
CC-0775,Cethan,Carter,Cethan Carter,TE,2017,CIN,75.0,237.0,9/5/93,4.68,21.0,0.0,0.0,0.0,0.0,32.375,9.0,0.0,Nebraska,Big Ten,82.0,3.0,9,13
GC-0350,Garrett,Celek,Garrett Celek,TE,2012,SF,77.0,252.0,5/29/88,0.0,0.0,0.0,0.0,0.0,0.0,31.125,0.0,0.0,Michigan State,Big Ten,88.0,2.0,4,15
CC-2100,Charles,Clay,Charles Clay,TE,2011,ARI,75.0,250.0,2/13/89,4.69,18.0,33.5,118.0,4.15,7.07,33.0,9.5,174.0,Tulsa,Conference USA (C-USA),85.0,1.0,12,18
TC-2375,Tyler,Conklin,Tyler Conklin,TE,2018,MIN,75.0,254.0,7/30/95,4.8,18.0,38.0,120.0,4.23,7.13,33.25,9.5,157.0,Central Michigan,Mid-American (MAC),83.0,3.0,12,18
JC-4300,Jared,Cook,Jared Cook,TE,2009,NO,77.0,248.0,4/7/87,4.49,23.0,41.0,123.0,0.0,0.0,35.75,10.25,89.0,South Carolina,Southeastern (SEC),87.0,1.0,9,7
SC-1850,Sean,Culkin,Sean Culkin,TE,2017,LAC,77.0,250.0,6/11/93,4.71,21.0,35.5,120.0,4.46,7.2,0.0,0.0,0.0,Missouri,Southeastern (SEC),80.0,4.0,12,5
DD-0075,Darrell,Daniels,Darrell Daniels,TE,2017,ARI,75.0,235.0,11/22/94,4.55,17.0,32.0,115.0,4.47,7.09,34.5,10.25,0.0,Washington,Pacific 12,81.0,3.0,12,17
VD-0100,Vernon,Davis,Vernon Davis,TE,2006,WAS,75.0,250.0,1/31/84,4.38,33.0,42.0,128.0,4.17,7.0,0.0,0.0,6.0,Maryland,Atlantic Coast (ACC),85.0,1.0,10,5
SD-0534,Seth,DeValve,Seth DeValve,TE,2016,JAC,74.0,244.0,1/29/93,4.68,22.0,40.0,125.0,4.18,6.96,0.0,0.0,138.0,Princeton,Ivy League,88.0,1.0,10,12
WD-0550,Will,Dissly,Will Dissly,TE,2018,SEA,76.0,262.0,7/8/96,4.87,15.0,31.0,111.0,4.4,7.07,33.25,9.75,120.0,Washington,Pacific 12,88.0,3.0,11,7
JD-2550,Jack,Doyle,Jack Doyle,TE,2013,IND,75.0,254.0,5/5/90,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western Kentucky,Sun Belt,84.0,1.0,6,18
RD-2300,Ross,Dwelley,Ross Dwelley,TE,2018,SF,76.0,240.0,1/26/95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Diego,0,82.0,2.0,4,18
EE-0050,Eric,Ebron,Eric Ebron,TE,2014,IND,76.0,250.0,4/10/93,4.56,24.0,32.0,120.0,4.45,7.49,33.25,10.0,10.0,North Carolina,Atlantic Coast (ACC),85.0,5.0,6,13
TE-0300,Tyler,Eifert,Tyler Eifert,TE,2013,CIN,78.0,250.0,9/8/90,4.65,22.0,35.5,119.0,4.32,6.92,33.125,9.125,21.0,Notre Dame,FBS Independents,85.0,2.0,9,18
RE-0400,Rhett,Ellison,Rhett Ellison,TE,2012,NYG,77.0,250.0,10/3/88,4.78,0.0,31.5,109.0,0.0,0.0,32.75,10.25,128.0,USC,Pacific 12,85.0,3.0,11,12
EE-0400,Evan,Engram,Evan Engram,TE,2017,NYG,75.0,234.0,9/2/94,4.42,19.0,36.0,124.0,4.23,6.92,33.5,10.0,23.0,Mississippi,Southeastern (SEC),88.0,2.0,11,6
ZE-0100,Zach,Ertz,Zach Ertz,TE,2013,PHI,77.0,249.0,11/10/90,4.67,24.0,35.5,114.0,4.47,7.08,31.75,9.75,35.0,Stanford,Pacific 12,86.0,1.0,10,17
GE-0400,Gerald,Everett,Gerald Everett,TE,2017,LA,75.0,239.0,6/25/94,4.62,22.0,37.5,125.0,4.33,6.99,33.0,8.5,44.0,South Alabama,Sun Belt,81.0,2.0,9,13
NF-0175,Noah,Fant,Noah Fant,TE,2019,DEN,76.0,249.0,11/20/97,4.5,20.0,39.5,127.0,4.22,6.81,33.5,9.75,20.0,Iowa,Big Ten,87.0,2.0,10,18
DF-0550,Darren,Fells,Darren Fells,TE,2013,HOU,79.0,281.0,4/22/86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California-Davis,Big Sky,87.0,1.0,10,18
AF-0550,Anthony,Firkser,Anthony Firkser,TE,2017,TEN,74.0,230.0,2/19/95,4.82,21.0,31.5,110.0,4.29,7.06,0.0,0.0,0.0,Harvard,Ivy League,86.0,1.0,11,18
TF-1500,Troy,Fumagalli,Troy Fumagalli,TE,2018,DEN,77.0,247.0,2/17/95,4.84,14.0,0.0,0.0,0.0,0.0,32.125,10.25,156.0,Wisconsin,Big Ten,84.0,3.0,10,18
ZG-0012,Zach,Gentry,Zach Gentry,TE,2019,PIT,80.0,262.0,9/10/96,4.77,12.0,29.5,110.0,4.53,7.4,33.875,9.5,141.0,Michigan,Big Ten,81.0,3.0,7,18
MG-0325,Mike,Gesicki,Mike Gesicki,TE,2018,MIA,77.0,247.0,10/3/95,4.54,22.0,41.5,129.0,4.1,6.76,34.125,10.25,42.0,Penn State,Big Ten,88.0,1.0,5,18
DG-1287,Dallas,Goedert,Dallas Goedert,TE,2018,PHI,77.0,256.0,1/3/95,4.67,23.0,35.0,121.0,4.31,7.02,34.875,10.25,49.0,South Dakota State,Missouri Valley,88.0,2.0,10,18
JG-2687,Jaeden,Graham,Jaeden Graham,TE,2018,ATL,76.0,230.0,10/10/95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yale,Ivy League,87.0,3.0,9,18
JG-2900,Jimmy,Graham,Jimmy Graham,TE,2010,GB,78.0,259.0,11/24/86,4.53,0.0,38.5,120.0,4.45,6.9,35.0,10.625,95.0,Miami (FL),Atlantic Coast (ACC),80.0,1.0,11,18
VG-0300,Virgil,Green,Virgil Green,TE,2011,LAC,75.0,249.0,8/3/88,4.54,23.0,42.5,130.0,4.4,6.9,33.5,9.25,204.0,Nevada,Western Athletic,88.0,2.0,12,4
RG-1870,Ryan,Griffin,Ryan Griffin,TE,2013,NYJ,78.0,247.0,1/11/90,4.87,21.0,34.5,113.0,4.43,7.01,33.25,0.0,201.0,Connecticut,Big East,84.0,3.0,4,15
XG-0100,Xavier,Grimble,Xavier Grimble,TE,2014,IND,76.0,257.0,9/2/92,4.9,16.0,30.5,110.0,4.79,7.41,33.625,10.25,0.0,USC,Pacific 12,0.0,1.0,6,4
DH-1450,Demetrius,Harris,Demetrius Harris,TE,2013,CLE,79.0,230.0,7/29/91,4.56,0.0,0.0,0.0,0.0,0.0,34.25,0.0,0.0,Wisconsin-Milwaukee,0,88.0,1.0,7,18
HH-0225,Hunter,Henry,Hunter Henry,TE,2016,LAC,77.0,250.0,12/7/94,4.68,21.0,31.5,113.0,4.41,7.16,32.75,9.25,35.0,Arkansas,Southeastern (SEC),86.0,1.0,12,2
HH-0237,Hale,Hentges,Hale Hentges,TE,2019,WAS,76.0,246.0,8/19/96,5.04,12.0,33.5,107.0,4.53,7.39,33.25,9.25,0.0,Alabama,Southeastern (SEC),88.0,2.0,10,18
CH-2950,Chris,Herndon,Chris Herndon,TE,2018,NYJ,76.0,253.0,2/23/96,4.78,21.0,34.0,116.0,4.59,7.38,32.875,9.25,107.0,Miami (FL),Atlantic Coast (ACC),89.0,4.0,4,11
JH-3625,Jeff,Heuerman,Jeff Heuerman,TE,2015,DEN,77.0,254.0,11/24/92,4.81,26.0,34.5,120.0,0.0,0.0,33.25,10.125,92.0,Ohio State,Big Ten,82.0,1.0,10,9
TH-1550,Tyler,Higbee,Tyler Higbee,TE,2016,LA,78.0,249.0,1/1/93,4.77,0.0,0.0,0.0,0.0,0.0,33.25,10.25,110.0,Western Kentucky,Conference USA (C-USA),89.0,1.0,9,3
JH-4070,Josh,Hill,Josh Hill,TE,2013,NO,77.0,229.0,5/21/90,4.67,20.0,36.5,127.0,4.19,7.0,33.0,9.0,0.0,Idaho State,Big Sky,89.0,2.0,9,18
TH-1875,T.J.,Hockenson,T.J. Hockenson,TE,2019,DET,77.0,251.0,7/3/97,4.7,17.0,37.5,123.0,4.18,7.02,32.25,9.5,8.0,Iowa,Big Ten,88.0,3.0,5,14
JH-4850,Jacob,Hollister,Jacob Hollister,TE,2017,SEA,76.0,239.0,11/18/93,4.64,0.0,36.5,121.0,4.34,7.12,0.0,0.0,0.0,Wyoming,Mountain West (MWC),48.0,2.0,11,18
JH-5150,J.P.,Holtz,J.P. Holtz,TE,2016,CHI,75.0,242.0,8/28/93,4.79,20.0,33.0,112.0,4.33,6.92,0.0,0.0,0.0,Pittsburgh,Atlantic Coast (ACC),81.0,1.0,6,18
AH-3650,Austin,Hooper,Austin Hooper,TE,2016,ATL,76.0,254.0,11/4/94,4.69,19.0,33.0,117.0,4.32,7.0,33.75,10.625,81.0,Stanford,Pacific 12,81.0,1.0,9,11
JH-5350,Jesper,Horsted,Jesper Horsted,TE,2019,CHI,75.0,224.0,2/27/97,4.77,14.0,32.0,118.0,0.0,0.0,32.125,9.875,0.0,Princeton,Ivy League,49.0,3.0,6,18
OH-0250,O.J.,Howard,O.J. Howard,TE,2017,TB,78.0,251.0,11/19/94,4.51,22.0,30.0,121.0,4.16,6.85,33.75,10.0,19.0,Alabama,Southeastern (SEC),80.0,1.0,7,8
TH-2875,Tanner,Hudson,Tanner Hudson,TE,2018,TB,77.0,239.0,11/12/94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Arkansas,0,88.0,2.0,7,16
HH-0350,Hayden,Hurst,Hayden Hurst,TE,2018,BAL,76.0,250.0,8/24/93,4.67,16.0,32.0,120.0,4.37,7.19,32.75,9.75,25.0,South Carolina,Southeastern (SEC),81.0,3.0,8,18
RI-0500,Ryan,Izzo,Ryan Izzo,TE,2018,NE,77.0,256.0,12/21/95,4.94,18.0,33.0,110.0,4.43,7.15,32.125,9.25,250.0,Florida State,Atlantic Coast (ACC),85.0,3.0,10,7
JJ-0725,Jesse,James,Jesse James,TE,2015,DET,79.0,261.0,6/4/94,4.69,26.0,37.5,121.0,4.5,7.53,33.0,9.375,160.0,Penn State,Big Ten,83.0,1.0,5,18
BJ-0950,Blake,Jarwin,Blake Jarwin,TE,2017,DAL,77.0,244.0,7/16/94,4.73,21.0,34.5,121.0,4.39,7.44,0.0,0.0,0.0,Oklahoma State,Big 12,89.0,2.0,8,18
CJ-2075,Charles,Jones,Charles Jones,TE,2019,JAC,75.0,254.0,8/5/96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulane,American Athletic,85.0,2.0,10,18
TK-0150,Travis,Kelce,Travis Kelce,TE,2013,KC,77.0,255.0,10/5/89,4.61,0.0,35.0,124.0,4.42,7.09,33.75,9.625,63.0,Cincinnati,Big East,87.0,1.0,12,18
LK-0200,Lance,Kendricks,Lance Kendricks,TE,2011,LAC,75.0,243.0,1/30/88,4.65,25.0,34.5,122.0,4.15,6.94,32.0,9.5,47.0,Wisconsin,Big Ten,87.0,3.0,12,18
GK-0075,George,Kittle,George Kittle,TE,2017,SF,76.0,247.0,10/9/93,4.52,18.0,38.5,132.0,0.0,7.0,33.125,9.25,146.0,Iowa,Big Ten,85.0,1.0,4,18
DK-0950,Dawson,Knox,Dawson Knox,TE,2019,BUF,76.0,254.0,11/14/96,4.59,16.0,34.5,122.0,4.27,7.12,33.5,9.75,96.0,Mississippi,Southeastern (SEC),88.0,1.0,6,18
BK-1050,Ben,Koyack,Ben Koyack,TE,2015,JAC,77.0,255.0,4/9/93,4.79,16.0,30.0,116.0,4.52,7.32,32.625,10.75,229.0,Notre Dame,FBS Independents,83.0,1.0,10,18
TK-0850,Tyler,Kroft,Tyler Kroft,TE,2015,BUF,77.0,246.0,10/15/92,4.65,17.0,34.0,120.0,4.5,7.18,33.0,9.625,85.0,Rutgers,Big Ten,81.0,2.0,6,3
ML-0050,Matt,LaCosse,Matt LaCosse,TE,2015,NE,78.0,250.0,9/21/92,4.71,20.0,30.0,116.0,4.57,7.3,31.0,8.375,0.0,Illinois,Big Ten,83.0,2.0,10,7
ML-1500,Marcedes,Lewis,Marcedes Lewis,TE,2006,GB,78.0,275.0,5/19/84,4.8,23.0,37.0,118.0,4.84,7.24,35.0,0.0,28.0,UCLA,Pacific 10,89.0,2.0,11,18
CM-0175,Chris,Manhertz,Chris Manhertz,TE,2014,CAR,78.0,255.0,4/10/92,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canisius,0,82.0,3.0,7,5
VM-0250,Vance,McDonald,Vance McDonald,TE,2013,PIT,76.0,267.0,6/13/90,4.6,31.0,33.5,119.0,4.53,7.08,34.375,10.125,55.0,Rice,Conference USA (C-USA),89.0,1.0,7,15
FM-0675,Foster,Moreau,Foster Moreau,TE,2019,OAK,76.0,253.0,5/6/97,4.66,22.0,36.5,121.0,4.11,7.16,33.5,9.625,137.0,LSU,Southeastern (SEC),87.0,1.0,6,15
JM-6775,Johnny,Mundt,Johnny Mundt,TE,2017,LA,76.0,231.0,11/23/94,4.74,21.0,30.0,113.0,4.24,7.21,0.0,0.0,0.0,Oregon,Pacific 12,82.0,3.0,9,18
IN-0050,Isaac,Nauta,Isaac Nauta,TE,2019,DET,75.0,244.0,5/21/97,4.86,19.0,28.0,114.0,4.43,7.45,31.875,9.375,224.0,Georgia,Southeastern (SEC),89.0,3.0,5,18
DN-1225,David,Njoku,David Njoku,TE,2017,CLE,76.0,246.0,7/10/96,4.64,21.0,40.0,133.0,4.34,6.97,35.25,10.0,29.0,Miami (FL),Atlantic Coast (ACC),85.0,1.0,7,3
NO-0150,Nick,O'Leary,Nick O'Leary,TE,2015,JAC,75.0,252.0,8/31/92,4.92,21.0,30.5,110.0,4.5,7.4,29.75,9.375,194.0,Florida State,Atlantic Coast (ACC),86.0,2.0,10,18
JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,2015,JAC,76.0,248.0,1/14/92,4.68,16.0,35.0,116.0,4.38,7.2,32.125,9.75,173.0,Illinois State,Missouri Valley,80.0,2.0,10,6
JO-0562,Josh,Oliver,Josh Oliver,TE,2019,JAC,77.0,249.0,3/21/97,4.63,22.0,34.0,117.0,4.47,7.21,33.5,10.75,69.0,San Jose State,Mountain West (MWC),89.0,2.0,10,1
GO-0100,Greg,Olsen,Greg Olsen,TE,2007,CAR,78.0,255.0,3/11/85,4.51,23.0,35.5,114.0,4.48,7.04,32.375,9.625,31.0,Miami (FL),Atlantic Coast (ACC),88.0,1.0,7,14
JP-2075,Josh,Perkins,Josh Perkins,TE,2016,PHI,75.0,225.0,8/5/93,4.65,12.0,34.0,126.0,4.38,7.04,0.0,0.0,0.0,Washington,Pacific 12,81.0,3.0,10,18
MP-2350,MyCole,Pruitt,MyCole Pruitt,TE,2015,TEN,74.0,251.0,3/24/92,4.52,17.0,38.0,118.0,4.37,7.25,33.5,10.25,143.0,Southern Illinois,Missouri Valley,85.0,2.0,11,18
KR-1200,Kyle,Rudolph,Kyle Rudolph,TE,2011,MIN,78.0,258.0,11/9/89,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.625,43.0,Notre Dame,FBS Independents,82.0,1.0,12,18
DS-0050,Drew,Sample,Drew Sample,TE,2019,CIN,77.0,255.0,4/16/96,4.71,0.0,33.5,115.0,4.31,7.15,33.375,9.625,52.0,Washington,Pacific 12,89.0,5.0,9,11
ES-0250,Eric,Saubert,Eric Saubert,TE,2017,CHI,77.0,253.0,5/1/94,4.69,22.0,35.5,121.0,4.59,7.34,33.5,10.375,174.0,Drake,0,43.0,4.0,6,18
DS-0850,Dalton,Schultz,Dalton Schultz,TE,2018,DAL,77.0,244.0,7/11/96,4.75,20.0,32.0,120.0,4.4,7.0,31.25,9.5,137.0,Stanford,Pacific 12,86.0,3.0,8,18
RS-0687,Ricky,Seals-Jones,Ricky Seals-Jones,TE,2017,CLE,77.0,243.0,3/15/95,4.69,17.0,31.0,121.0,4.33,7.46,33.125,9.625,0.0,Texas A&M,Southeastern (SEC),83.0,2.0,7,18
AS-0775,Adam,Shaheen,Adam Shaheen,TE,2017,CHI,78.0,278.0,10/24/93,4.79,24.0,32.5,121.0,4.38,7.09,33.5,9.625,45.0,Ashland,0,87.0,3.0,6,11
SS-1525,Scott,Simonson,Scott Simonson,TE,2014,NYG,76.0,243.0,4/13/92,4.87,24.0,30.5,111.0,4.62,7.38,32.0,9.25,0.0,Assumption,0,82.0,4.0,11,1
LS-1550,Lee,Smith,Lee Smith,TE,2011,BUF,78.0,269.0,11/21/87,4.94,25.0,29.0,108.0,4.28,7.16,34.375,9.75,159.0,Marshall,Conference USA (C-USA),85.0,3.0,6,18
